
METRICS:::	TS:0	NUM_POINTS:144	ALL_CLUSTERS:615	CLUSTERS_FILTERED:15	CLUSTERS_MERGED:4	AVG_GRID_COUNT:7.500000	
METRICS:::	TS:321	NUM_POINTS:82	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:322	NUM_POINTS:82	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:323	NUM_POINTS:82	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:324	NUM_POINTS:82	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:325	NUM_POINTS:82	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:326	NUM_POINTS:82	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:327	NUM_POINTS:82	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:328	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:329	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:330	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:331	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:332	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:333	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:334	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:1.000000	
METRICS:::	TS:335	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:336	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:337	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:338	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:339	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:340	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:341	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:342	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:343	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:344	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:345	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:346	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:347	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:348	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:349	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:350	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:351	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:352	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:353	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:354	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:355	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:356	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:357	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:358	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:359	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:360	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:361	NUM_POINTS:80	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:362	NUM_POINTS:79	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:363	NUM_POINTS:79	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:364	NUM_POINTS:79	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:365	NUM_POINTS:79	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:366	NUM_POINTS:79	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:367	NUM_POINTS:79	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:368	NUM_POINTS:79	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:369	NUM_POINTS:79	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:370	NUM_POINTS:79	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:371	NUM_POINTS:79	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:372	NUM_POINTS:79	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:373	NUM_POINTS:78	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:374	NUM_POINTS:78	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:375	NUM_POINTS:78	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:376	NUM_POINTS:77	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:377	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:378	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:379	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:2.000000	
METRICS:::	TS:380	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:381	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:382	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:383	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:384	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:385	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:386	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:387	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:388	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:389	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:390	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:391	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:392	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:393	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:394	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:395	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:396	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:397	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:398	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:399	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:400	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:401	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:402	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:403	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:404	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:405	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:406	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:407	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:408	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:409	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:410	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:411	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:412	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:413	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:414	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:415	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:416	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:417	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:418	NUM_POINTS:75	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:419	NUM_POINTS:74	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:420	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:421	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:422	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:423	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:424	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:425	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:426	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:427	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:428	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:429	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:430	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:431	NUM_POINTS:73	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:432	NUM_POINTS:72	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:433	NUM_POINTS:72	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:434	NUM_POINTS:72	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:435	NUM_POINTS:72	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:436	NUM_POINTS:72	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:437	NUM_POINTS:72	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:438	NUM_POINTS:72	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:439	NUM_POINTS:72	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:440	NUM_POINTS:72	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:441	NUM_POINTS:72	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:442	NUM_POINTS:71	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:443	NUM_POINTS:71	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:444	NUM_POINTS:71	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:445	NUM_POINTS:71	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:446	NUM_POINTS:70	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:447	NUM_POINTS:70	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:448	NUM_POINTS:70	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:449	NUM_POINTS:69	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:450	NUM_POINTS:69	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:451	NUM_POINTS:68	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:452	NUM_POINTS:68	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:453	NUM_POINTS:68	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:454	NUM_POINTS:68	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:455	NUM_POINTS:68	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:456	NUM_POINTS:68	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:457	NUM_POINTS:68	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:458	NUM_POINTS:68	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:459	NUM_POINTS:68	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:460	NUM_POINTS:68	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:461	NUM_POINTS:68	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:462	NUM_POINTS:67	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:463	NUM_POINTS:67	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:464	NUM_POINTS:67	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:465	NUM_POINTS:67	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:466	NUM_POINTS:67	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:467	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:468	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:469	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:470	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:471	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:472	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:473	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:474	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:475	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:476	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:477	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:478	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:479	NUM_POINTS:66	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:480	NUM_POINTS:65	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
METRICS:::	TS:481	NUM_POINTS:65	ALL_CLUSTERS:0	CLUSTERS_FILTERED:0	CLUSTERS_MERGED:0	AVG_GRID_COUNT:-nan	
